ensembl_gene_id,gene_biotype,gene
ENSG00000143476,protein_coding,DTL
ENSG00000143479,protein_coding,DYRK3
ENSG00000143486,protein_coding,EIF2D
ENSG00000143493,protein_coding,INTS7
ENSG00000143494,protein_coding,VASH2
ENSG00000143498,protein_coding,TAF1A
ENSG00000143499,protein_coding,SMYD2
ENSG00000143502,protein_coding,SUSD4
ENSG00000143507,protein_coding,DUSP10
ENSG00000143514,protein_coding,TP53BP2
ENSG00000143515,protein_coding,ATP8B2
ENSG00000143537,protein_coding,ADAM15
ENSG00000143543,protein_coding,JTB
ENSG00000143546,protein_coding,S100A8
ENSG00000143549,protein_coding,TPM3
ENSG00000143552,protein_coding,NUP210L
ENSG00000143553,protein_coding,SNAPIN
ENSG00000143554,protein_coding,SLC27A3
ENSG00000143569,protein_coding,UBAP2L
ENSG00000143570,protein_coding,SLC39A1
ENSG00000143575,protein_coding,HAX1
ENSG00000143590,protein_coding,EFNA3
ENSG00000143603,protein_coding,KCNN3
ENSG00000143612,protein_coding,C1orf43
ENSG00000143614,protein_coding,GATAD2B
ENSG00000143621,protein_coding,ILF2
ENSG00000143622,protein_coding,RIT1
ENSG00000143624,protein_coding,INTS3
ENSG00000143630,protein_coding,HCN3
ENSG00000143632,protein_coding,ACTA1
ENSG00000143633,protein_coding,C1orf131
ENSG00000143641,protein_coding,GALNT2
ENSG00000143643,protein_coding,TTC13
ENSG00000143653,protein_coding,SCCPDH
ENSG00000143669,protein_coding,LYST
ENSG00000143674,protein_coding,MAP3K21
ENSG00000143702,protein_coding,CEP170
ENSG00000143727,protein_coding,ACP1
ENSG00000143740,protein_coding,SNAP47
ENSG00000143742,protein_coding,SRP9
ENSG00000143748,protein_coding,NVL
ENSG00000143751,protein_coding,SDE2
ENSG00000143753,protein_coding,DEGS1
ENSG00000143756,protein_coding,FBXO28
ENSG00000143761,protein_coding,ARF1
ENSG00000143771,protein_coding,CNIH4
ENSG00000143772,protein_coding,ITPKB
ENSG00000143774,protein_coding,GUK1
ENSG00000143776,protein_coding,CDC42BPA
ENSG00000143786,protein_coding,CNIH3
ENSG00000143793,protein_coding,C1orf35
ENSG00000143797,protein_coding,MBOAT2
ENSG00000143799,protein_coding,PARP1
ENSG00000143801,protein_coding,PSEN2
ENSG00000143815,protein_coding,LBR
ENSG00000143816,protein_coding,WNT9A
ENSG00000143819,protein_coding,EPHX1
ENSG00000143839,protein_coding,REN
ENSG00000143842,protein_coding,SOX13
ENSG00000143845,protein_coding,ETNK2
ENSG00000143847,protein_coding,PPFIA4
ENSG00000143850,protein_coding,PLEKHA6
ENSG00000143851,protein_coding,PTPN7
ENSG00000143858,protein_coding,SYT2
ENSG00000143862,protein_coding,ARL8A
ENSG00000143867,protein_coding,OSR1
ENSG00000143869,protein_coding,GDF7
ENSG00000143870,protein_coding,PDIA6
ENSG00000143878,protein_coding,RHOB
ENSG00000143882,protein_coding,ATP6V1C2
ENSG00000143889,protein_coding,HNRNPLL
ENSG00000143891,protein_coding,GALM
ENSG00000143919,protein_coding,CAMKMT
ENSG00000143921,protein_coding,ABCG8
ENSG00000143924,protein_coding,EML4
ENSG00000143933,protein_coding,CALM2
ENSG00000143942,protein_coding,CHAC2
ENSG00000143951,protein_coding,WDPCP
ENSG00000143952,protein_coding,VPS54
ENSG00000143970,protein_coding,ASXL2
ENSG00000143971,protein_coding,ETAA1
ENSG00000143977,protein_coding,SNRPG
ENSG00000143994,protein_coding,ABHD1
ENSG00000143995,protein_coding,MEIS1
ENSG00000144021,protein_coding,CIAO1
ENSG00000144026,protein_coding,ZNF514
ENSG00000144028,protein_coding,SNRNP200
ENSG00000144029,protein_coding,MRPS5
ENSG00000144034,protein_coding,TPRKB
ENSG00000144036,protein_coding,EXOC6B
ENSG00000144040,protein_coding,SFXN5
ENSG00000144048,protein_coding,DUSP11
ENSG00000144057,protein_coding,ST6GAL2
ENSG00000144061,protein_coding,NPHP1
ENSG00000144115,protein_coding,THNSL2
ENSG00000144118,protein_coding,RALB
ENSG00000144119,protein_coding,C1QL2
ENSG00000144120,protein_coding,TMEM177
ENSG00000144134,protein_coding,RABL2A
ENSG00000144136,protein_coding,SLC20A1
ENSG00000144152,protein_coding,FBLN7
ENSG00000144161,protein_coding,ZC3H8
ENSG00000144199,protein_coding,FAHD2B
ENSG00000144214,protein_coding,LYG1
ENSG00000144218,protein_coding,AFF3
ENSG00000144224,protein_coding,UBXN4
ENSG00000144227,protein_coding,NXPH2
ENSG00000144228,protein_coding,SPOPL
ENSG00000144229,protein_coding,THSD7B
ENSG00000144230,protein_coding,GPR17
ENSG00000144231,protein_coding,POLR2D
ENSG00000144233,protein_coding,AMMECR1L
ENSG00000144278,protein_coding,GALNT13
ENSG00000144283,protein_coding,PKP4
ENSG00000144285,protein_coding,SCN1A
ENSG00000144290,protein_coding,SLC4A10
ENSG00000144306,protein_coding,SCRN3
ENSG00000144320,protein_coding,LNPK
ENSG00000144331,protein_coding,ZNF385B
ENSG00000144339,protein_coding,TMEFF2
ENSG00000144354,protein_coding,CDCA7
ENSG00000144355,protein_coding,DLX1
ENSG00000144357,protein_coding,UBR3
ENSG00000144366,protein_coding,GULP1
ENSG00000144369,protein_coding,FAM171B
ENSG00000144381,protein_coding,HSPD1
ENSG00000144395,protein_coding,CCDC150
ENSG00000144401,protein_coding,METTL21A
ENSG00000144406,protein_coding,UNC80
ENSG00000144407,protein_coding,PTH2R
ENSG00000144410,protein_coding,CPO
ENSG00000144426,protein_coding,NBEAL1
ENSG00000144445,protein_coding,KANSL1L
ENSG00000144451,protein_coding,SPAG16
ENSG00000144452,protein_coding,ABCA12
ENSG00000144455,protein_coding,SUMF1
ENSG00000144460,protein_coding,NYAP2
ENSG00000144468,protein_coding,RHBDD1
ENSG00000144476,protein_coding,ACKR3
ENSG00000144485,protein_coding,HES6
ENSG00000144504,protein_coding,ANKMY1
ENSG00000144524,protein_coding,COPS7B
ENSG00000144535,protein_coding,DIS3L2
ENSG00000144550,protein_coding,CPNE9
ENSG00000144554,protein_coding,FANCD2
ENSG00000144559,protein_coding,TAMM41
ENSG00000144560,protein_coding,VGLL4
ENSG00000144566,protein_coding,RAB5A
ENSG00000144567,protein_coding,RETREG2
ENSG00000144579,protein_coding,CTDSP1
ENSG00000144580,protein_coding,CNOT9
ENSG00000144583,protein_coding,MARCH4
ENSG00000144589,protein_coding,STK11IP
ENSG00000144591,protein_coding,GMPPA
ENSG00000144597,protein_coding,EAF1
ENSG00000144619,protein_coding,CNTN4
ENSG00000144635,protein_coding,DYNC1LI1
ENSG00000144642,protein_coding,RBMS3
ENSG00000144645,protein_coding,OSBPL10
ENSG00000144647,protein_coding,POMGNT2
ENSG00000144655,protein_coding,CSRNP1
ENSG00000144659,protein_coding,SLC25A38
ENSG00000144668,protein_coding,ITGA9
ENSG00000144671,protein_coding,SLC22A14
ENSG00000144674,protein_coding,GOLGA4
ENSG00000144677,protein_coding,CTDSPL
ENSG00000144681,protein_coding,STAC
ENSG00000144711,protein_coding,IQSEC1
ENSG00000144712,protein_coding,CAND2
ENSG00000144713,protein_coding,RPL32
ENSG00000144724,protein_coding,PTPRG
ENSG00000144730,protein_coding,IL17RD
ENSG00000144736,protein_coding,SHQ1
ENSG00000144741,protein_coding,SLC25A26
ENSG00000144744,protein_coding,UBA3
ENSG00000144746,protein_coding,ARL6IP5
ENSG00000144747,protein_coding,TMF1
ENSG00000144749,protein_coding,LRIG1
ENSG00000144771,protein_coding,LRTM1
ENSG00000144785,protein_coding,AC073896.1
ENSG00000144791,protein_coding,LIMD1
ENSG00000144802,protein_coding,NFKBIZ
ENSG00000144810,protein_coding,COL8A1
ENSG00000144815,protein_coding,NXPE3
ENSG00000144821,protein_coding,MYH15
ENSG00000144824,protein_coding,PHLDB2
ENSG00000144827,protein_coding,ABHD10
ENSG00000144834,protein_coding,TAGLN3
ENSG00000144840,protein_coding,RABL3
ENSG00000144847,protein_coding,IGSF11
ENSG00000144848,protein_coding,ATG3
ENSG00000144852,protein_coding,NR1I2
ENSG00000144857,protein_coding,BOC
ENSG00000144867,protein_coding,SRPRB
ENSG00000144868,protein_coding,TMEM108
ENSG00000144893,protein_coding,MED12L
ENSG00000144895,protein_coding,EIF2A
ENSG00000144908,protein_coding,ALDH1L1
ENSG00000144909,protein_coding,OSBPL11
ENSG00000144935,protein_coding,TRPC1
ENSG00000144959,protein_coding,NCEH1
ENSG00000145012,protein_coding,LPP
ENSG00000145014,protein_coding,TMEM44
ENSG00000145016,protein_coding,RUBCN
ENSG00000145020,protein_coding,AMT
ENSG00000145022,protein_coding,TCTA
ENSG00000145029,protein_coding,NICN1
ENSG00000145041,protein_coding,DCAF1
ENSG00000145050,protein_coding,MANF
ENSG00000145063,lncRNA,AC062028.1
ENSG00000145075,lncRNA,CCDC39
ENSG00000145087,protein_coding,STXBP5L
ENSG00000145088,protein_coding,EAF2
ENSG00000145147,protein_coding,SLIT2
ENSG00000145191,protein_coding,EIF2B5
ENSG00000145214,protein_coding,DGKQ
ENSG00000145216,protein_coding,FIP1L1
ENSG00000145220,protein_coding,LYAR
ENSG00000145241,protein_coding,CENPC
ENSG00000145242,protein_coding,EPHA5
ENSG00000145244,protein_coding,CORIN
ENSG00000145246,protein_coding,ATP10D
ENSG00000145247,protein_coding,OCIAD2
ENSG00000145248,protein_coding,SLC10A4
ENSG00000145284,protein_coding,SCD5
ENSG00000145287,protein_coding,PLAC8
ENSG00000145293,protein_coding,ENOPH1
ENSG00000145331,protein_coding,TRMT10A
ENSG00000145332,protein_coding,KLHL8
ENSG00000145335,protein_coding,SNCA
ENSG00000145337,protein_coding,PYURF
ENSG00000145348,protein_coding,TBCK
ENSG00000145349,protein_coding,CAMK2D
ENSG00000145354,protein_coding,CISD2
ENSG00000145358,protein_coding,DDIT4L
ENSG00000145362,protein_coding,ANK2
ENSG00000145365,protein_coding,TIFA
ENSG00000145375,protein_coding,SPATA5
ENSG00000145386,protein_coding,CCNA2
ENSG00000145388,protein_coding,METTL14
ENSG00000145390,protein_coding,USP53
ENSG00000145391,protein_coding,SETD7
ENSG00000145414,protein_coding,NAF1
ENSG00000145416,protein_coding,MARCH1
ENSG00000145423,protein_coding,SFRP2
ENSG00000145428,protein_coding,RNF175
ENSG00000145431,protein_coding,PDGFC
ENSG00000145439,protein_coding,CBR4
ENSG00000145451,protein_coding,GLRA3
ENSG00000145476,protein_coding,CYP4V2
ENSG00000145491,protein_coding,ROPN1L
ENSG00000145494,protein_coding,NDUFS6
ENSG00000145495,protein_coding,MARCH6
ENSG00000145506,protein_coding,NKD2
ENSG00000145526,protein_coding,CDH18
ENSG00000145536,protein_coding,ADAMTS16
ENSG00000145545,protein_coding,SRD5A1
ENSG00000145555,protein_coding,MYO10
ENSG00000145569,protein_coding,OTULINL
ENSG00000145592,protein_coding,RPL37
ENSG00000145604,protein_coding,SKP2
ENSG00000145623,protein_coding,OSMR
ENSG00000145632,protein_coding,PLK2
ENSG00000145675,protein_coding,PIK3R1
ENSG00000145681,protein_coding,HAPLN1
ENSG00000145685,protein_coding,LHFPL2
ENSG00000145687,protein_coding,SSBP2
ENSG00000145692,protein_coding,BHMT
ENSG00000145700,protein_coding,ANKRD31
ENSG00000145703,protein_coding,IQGAP2
ENSG00000145708,protein_coding,CRHBP
ENSG00000145715,protein_coding,RASA1
ENSG00000145721,protein_coding,LIX1
ENSG00000145723,protein_coding,GIN1
ENSG00000145725,protein_coding,PPIP5K2
ENSG00000145730,protein_coding,PAM
ENSG00000145734,protein_coding,BDP1
ENSG00000145736,protein_coding,GTF2H2
ENSG00000145740,protein_coding,SLC30A5
ENSG00000145741,protein_coding,BTF3
ENSG00000145743,protein_coding,FBXL17
ENSG00000145757,protein_coding,SPATA9
ENSG00000145779,protein_coding,TNFAIP8
ENSG00000145780,protein_coding,FEM1C
ENSG00000145781,protein_coding,COMMD10
ENSG00000145782,protein_coding,ATG12
ENSG00000145794,protein_coding,MEGF10
ENSG00000145808,protein_coding,ADAMTS19
ENSG00000145817,protein_coding,YIPF5
ENSG00000145819,protein_coding,ARHGAP26
ENSG00000145824,protein_coding,CXCL14
ENSG00000145832,protein_coding,SLC25A48
ENSG00000145833,protein_coding,DDX46
ENSG00000145860,protein_coding,RNF145
ENSG00000145861,protein_coding,C1QTNF2
ENSG00000145863,protein_coding,GABRA6
ENSG00000145864,protein_coding,GABRB2
ENSG00000145868,protein_coding,FBXO38
ENSG00000145882,protein_coding,PCYOX1L
ENSG00000145888,protein_coding,GLRA1
ENSG00000145901,protein_coding,TNIP1
ENSG00000145907,protein_coding,G3BP1
ENSG00000145911,protein_coding,N4BP3
ENSG00000145912,protein_coding,NHP2
ENSG00000145916,protein_coding,RMND5B
ENSG00000145919,protein_coding,BOD1
ENSG00000145920,protein_coding,CPLX2
ENSG00000145934,protein_coding,TENM2
ENSG00000145936,protein_coding,KCNMB1
ENSG00000145945,protein_coding,FAM50B
ENSG00000145949,protein_coding,MYLK4
ENSG00000145975,protein_coding,FAM217A
ENSG00000145979,protein_coding,TBC1D7
ENSG00000145982,protein_coding,FARS2
ENSG00000145990,protein_coding,GFOD1
ENSG00000145996,protein_coding,CDKAL1
ENSG00000146005,protein_coding,PSD2
ENSG00000146006,protein_coding,LRRTM2
ENSG00000146007,protein_coding,ZMAT2
ENSG00000146021,protein_coding,KLHL3
ENSG00000146038,protein_coding,DCDC2
ENSG00000146054,protein_coding,TRIM7
ENSG00000146063,protein_coding,TRIM41
ENSG00000146067,protein_coding,FAM193B
ENSG00000146070,protein_coding,PLA2G7
ENSG00000146072,protein_coding,TNFRSF21
ENSG00000146083,protein_coding,RNF44
ENSG00000146085,protein_coding,MMUT
ENSG00000146090,protein_coding,RASGEF1C
ENSG00000146094,protein_coding,DOK3
ENSG00000146109,protein_coding,ABT1
ENSG00000146112,protein_coding,PPP1R18
ENSG00000146122,protein_coding,DAAM2
ENSG00000146143,protein_coding,PRIM2
ENSG00000146147,protein_coding,MLIP
ENSG00000146151,protein_coding,HMGCLL1
ENSG00000146192,protein_coding,FGD2
ENSG00000146197,protein_coding,SCUBE3
ENSG00000146215,protein_coding,CRIP3
ENSG00000146216,protein_coding,TTBK1
ENSG00000146221,protein_coding,TCTE1
ENSG00000146223,protein_coding,RPL7L1
ENSG00000146232,protein_coding,NFKBIE
ENSG00000146233,protein_coding,CYP39A1
ENSG00000146242,protein_coding,TPBG
ENSG00000146243,protein_coding,IRAK1BP1
ENSG00000146247,protein_coding,PHIP
ENSG00000146263,protein_coding,MMS22L
ENSG00000146267,protein_coding,FAXC
ENSG00000146276,protein_coding,GABRR1
ENSG00000146278,protein_coding,PNRC1
ENSG00000146281,protein_coding,PM20D2
ENSG00000146282,protein_coding,RARS2
ENSG00000146285,protein_coding,SCML4
ENSG00000146350,protein_coding,TBC1D32
ENSG00000146352,protein_coding,CLVS2
ENSG00000146360,protein_coding,GPR6
ENSG00000146373,protein_coding,RNF217
ENSG00000146374,protein_coding,RSPO3
ENSG00000146376,protein_coding,ARHGAP18
ENSG00000146386,protein_coding,ABRACL
ENSG00000146409,protein_coding,SLC18B1
ENSG00000146411,protein_coding,SLC2A12
ENSG00000146414,protein_coding,SHPRH
ENSG00000146416,protein_coding,AIG1
ENSG00000146425,protein_coding,DYNLT1
ENSG00000146426,protein_coding,TIAM2
ENSG00000146433,protein_coding,TMEM181
ENSG00000146453,protein_coding,PNLDC1
ENSG00000146457,protein_coding,WTAP
ENSG00000146463,protein_coding,ZMYM4
ENSG00000146469,protein_coding,VIP
ENSG00000146476,protein_coding,ARMT1
ENSG00000146477,protein_coding,SLC22A3
ENSG00000146530,protein_coding,VWDE
ENSG00000146535,protein_coding,GNA12
ENSG00000146540,protein_coding,C7orf50
ENSG00000146555,protein_coding,SDK1
ENSG00000146574,protein_coding,CCZ1B
ENSG00000146576,protein_coding,C7orf26
ENSG00000146592,protein_coding,CREB5
ENSG00000146648,protein_coding,EGFR
ENSG00000146670,protein_coding,CDCA5
ENSG00000146674,protein_coding,IGFBP3
ENSG00000146676,protein_coding,PURB
ENSG00000146700,protein_coding,SSC4D
ENSG00000146701,protein_coding,MDH2
ENSG00000146707,protein_coding,POMZP3
ENSG00000146729,protein_coding,NIPSNAP2
ENSG00000146731,protein_coding,CCT6A
ENSG00000146733,protein_coding,PSPH
ENSG00000146757,protein_coding,ZNF92
ENSG00000146776,protein_coding,ATXN7L1
ENSG00000146802,protein_coding,TMEM168
ENSG00000146826,protein_coding,MAP11
ENSG00000146828,protein_coding,SLC12A9
ENSG00000146830,protein_coding,GIGYF1
ENSG00000146833,protein_coding,TRIM4
ENSG00000146834,protein_coding,MEPCE
ENSG00000146842,protein_coding,TMEM209
ENSG00000146856,protein_coding,AGBL3
ENSG00000146859,protein_coding,TMEM140
ENSG00000146872,protein_coding,TLK2
ENSG00000146909,protein_coding,NOM1
ENSG00000146910,protein_coding,CNPY1
ENSG00000146918,protein_coding,NCAPG2
ENSG00000146938,protein_coding,NLGN4X
ENSG00000146950,protein_coding,SHROOM2
ENSG00000146963,protein_coding,LUC7L2
ENSG00000146966,protein_coding,DENND2A
ENSG00000147010,protein_coding,SH3KBP1
ENSG00000147027,protein_coding,TMEM47
ENSG00000147044,protein_coding,CASK
ENSG00000147050,protein_coding,KDM6A
ENSG00000147065,protein_coding,MSN
ENSG00000147099,protein_coding,HDAC8
ENSG00000147100,protein_coding,SLC16A2
ENSG00000147113,protein_coding,DIPK2B
ENSG00000147117,protein_coding,ZNF157
ENSG00000147118,protein_coding,ZNF182
ENSG00000147119,protein_coding,CHST7
ENSG00000147121,protein_coding,KRBOX4
ENSG00000147123,protein_coding,NDUFB11
ENSG00000147124,protein_coding,ZNF41
ENSG00000147130,protein_coding,ZMYM3
ENSG00000147133,protein_coding,TAF1
ENSG00000147140,protein_coding,NONO
ENSG00000147144,protein_coding,CCDC120
ENSG00000147145,protein_coding,LPAR4
ENSG00000147155,protein_coding,EBP
ENSG00000147162,protein_coding,OGT
ENSG00000147164,protein_coding,SNX12
ENSG00000147174,protein_coding,GCNA
ENSG00000147180,protein_coding,ZNF711
ENSG00000147202,protein_coding,DIAPH2
ENSG00000147224,protein_coding,PRPS1
ENSG00000147231,protein_coding,RADX
ENSG00000147234,protein_coding,FRMPD3
ENSG00000147246,protein_coding,HTR2C
ENSG00000147251,protein_coding,DOCK11
ENSG00000147255,protein_coding,IGSF1
ENSG00000147256,protein_coding,ARHGAP36
ENSG00000147257,protein_coding,GPC3
ENSG00000147274,protein_coding,RBMX
ENSG00000147316,protein_coding,MCPH1
ENSG00000147324,protein_coding,MFHAS1
ENSG00000147364,protein_coding,FBXO25
ENSG00000147378,protein_coding,FATE1
ENSG00000147383,protein_coding,NSDHL
ENSG00000147394,protein_coding,ZNF185
ENSG00000147400,protein_coding,CETN2
ENSG00000147403,protein_coding,RPL10
ENSG00000147408,protein_coding,CSGALNACT1
ENSG00000147416,protein_coding,ATP6V1B2
ENSG00000147419,protein_coding,CCDC25
ENSG00000147421,protein_coding,HMBOX1
ENSG00000147432,protein_coding,CHRNB3
ENSG00000147434,protein_coding,CHRNA6
ENSG00000147439,protein_coding,BIN3
ENSG00000147454,protein_coding,SLC25A37
ENSG00000147457,protein_coding,CHMP7
ENSG00000147459,protein_coding,DOCK5
ENSG00000147465,protein_coding,STAR
ENSG00000147471,protein_coding,PLPBP
ENSG00000147475,protein_coding,ERLIN2
ENSG00000147481,protein_coding,SNTG1
ENSG00000147485,protein_coding,PXDNL
ENSG00000147488,protein_coding,ST18
ENSG00000147509,protein_coding,RGS20
ENSG00000147526,protein_coding,TACC1
ENSG00000147533,protein_coding,GOLGA7
ENSG00000147535,protein_coding,PLPP5
ENSG00000147548,protein_coding,NSD3
ENSG00000147571,protein_coding,CRH
ENSG00000147573,protein_coding,TRIM55
ENSG00000147576,protein_coding,ADHFE1
ENSG00000147586,protein_coding,MRPS28
ENSG00000147588,protein_coding,PMP2
ENSG00000147592,protein_coding,LACTB2
ENSG00000147601,protein_coding,TERF1
ENSG00000147604,protein_coding,RPL7
ENSG00000147614,protein_coding,ATP6V0D2
ENSG00000147642,protein_coding,SYBU
ENSG00000147647,protein_coding,DPYS
ENSG00000147649,protein_coding,MTDH
ENSG00000147650,protein_coding,LRP12
ENSG00000147654,protein_coding,EBAG9
ENSG00000147655,protein_coding,RSPO2
ENSG00000147669,protein_coding,POLR2K
ENSG00000147676,protein_coding,MAL2
ENSG00000147677,protein_coding,EIF3H
ENSG00000147679,protein_coding,UTP23
ENSG00000147684,protein_coding,NDUFB9
ENSG00000147687,protein_coding,TATDN1
ENSG00000147689,protein_coding,FAM83A
ENSG00000147724,protein_coding,FAM135B
ENSG00000147789,protein_coding,ZNF7
ENSG00000147799,protein_coding,ARHGAP39
ENSG00000147804,protein_coding,SLC39A4
ENSG00000147813,protein_coding,NAPRT
ENSG00000147852,protein_coding,VLDLR
ENSG00000147853,protein_coding,AK3
ENSG00000147854,protein_coding,UHRF2
ENSG00000147862,protein_coding,NFIB
ENSG00000147872,protein_coding,PLIN2
ENSG00000147874,protein_coding,HAUS6
ENSG00000147883,protein_coding,CDKN2B
ENSG00000147889,protein_coding,CDKN2A
ENSG00000147894,protein_coding,C9orf72
ENSG00000147905,protein_coding,ZCCHC7
ENSG00000147912,protein_coding,FBXO10
ENSG00000147955,protein_coding,SIGMAR1
ENSG00000147996,protein_coding,CBWD5
ENSG00000148019,protein_coding,CEP78
ENSG00000148053,protein_coding,NTRK2
ENSG00000148057,protein_coding,IDNK
ENSG00000148082,protein_coding,SHC3
ENSG00000148090,protein_coding,AUH
ENSG00000148110,protein_coding,MFSD14B
ENSG00000148120,protein_coding,AOPEP
ENSG00000148123,protein_coding,PLPPR1
ENSG00000148143,protein_coding,ZNF462
ENSG00000148153,protein_coding,INIP
ENSG00000148154,protein_coding,UGCG
ENSG00000148158,protein_coding,SNX30
ENSG00000148175,protein_coding,STOM
ENSG00000148180,protein_coding,GSN
ENSG00000148187,protein_coding,MRRF
ENSG00000148200,protein_coding,NR6A1
ENSG00000148204,protein_coding,CRB2
ENSG00000148218,protein_coding,ALAD
ENSG00000148219,protein_coding,ASTN2
ENSG00000148225,protein_coding,WDR31
ENSG00000148229,protein_coding,POLE3
ENSG00000148248,protein_coding,SURF4
ENSG00000148290,protein_coding,SURF1
ENSG00000148291,protein_coding,SURF2
ENSG00000148296,protein_coding,SURF6
ENSG00000148297,protein_coding,MED22
ENSG00000148300,protein_coding,REXO4
ENSG00000148303,protein_coding,RPL7A
ENSG00000148308,protein_coding,GTF3C5
ENSG00000148331,protein_coding,ASB6
ENSG00000148334,protein_coding,PTGES2
ENSG00000148335,protein_coding,NTMT1
ENSG00000148337,protein_coding,CIZ1
ENSG00000148339,protein_coding,SLC25A25
ENSG00000148341,protein_coding,SH3GLB2
ENSG00000148343,protein_coding,MIGA2
ENSG00000148356,protein_coding,LRSAM1
ENSG00000148357,protein_coding,HMCN2
ENSG00000148358,protein_coding,GPR107
ENSG00000148362,protein_coding,PAXX
ENSG00000148384,protein_coding,INPP5E
ENSG00000148396,protein_coding,SEC16A
ENSG00000148399,protein_coding,DPH7
ENSG00000148400,protein_coding,NOTCH1
ENSG00000148408,protein_coding,CACNA1B
ENSG00000148411,protein_coding,NACC2
ENSG00000148426,protein_coding,PROSER2
ENSG00000148429,protein_coding,USP6NL
ENSG00000148450,protein_coding,MSRB2
ENSG00000148459,protein_coding,PDSS1
ENSG00000148468,protein_coding,FAM171A1
ENSG00000148481,protein_coding,MINDY3
ENSG00000148482,protein_coding,SLC39A12
ENSG00000148484,protein_coding,RSU1
ENSG00000148488,protein_coding,ST8SIA6
ENSG00000148498,protein_coding,PARD3
ENSG00000148513,protein_coding,ANKRD30A
ENSG00000148516,protein_coding,ZEB1
ENSG00000148541,protein_coding,FAM13C
ENSG00000148572,protein_coding,NRBF2
ENSG00000148600,protein_coding,CDHR1
ENSG00000148604,protein_coding,RGR
ENSG00000148606,protein_coding,POLR3A
ENSG00000148634,protein_coding,HERC4
ENSG00000148655,protein_coding,LRMDA
ENSG00000148660,protein_coding,CAMK2G
ENSG00000148671,protein_coding,ADIRF
ENSG00000148672,protein_coding,GLUD1
ENSG00000148680,protein_coding,HTR7
ENSG00000148688,protein_coding,RPP30
ENSG00000148690,protein_coding,FRA10AC1
ENSG00000148700,protein_coding,ADD3
ENSG00000148702,protein_coding,HABP2
ENSG00000148704,protein_coding,VAX1
ENSG00000148719,protein_coding,DNAJB12
ENSG00000148730,protein_coding,EIF4EBP2
ENSG00000148734,protein_coding,NPFFR1
ENSG00000148735,protein_coding,PLEKHS1
ENSG00000148737,protein_coding,TCF7L2
ENSG00000148773,protein_coding,MKI67
ENSG00000148798,protein_coding,INA
ENSG00000148814,protein_coding,LRRC27
ENSG00000148826,protein_coding,NKX6-2
ENSG00000148832,protein_coding,PAOX
ENSG00000148834,protein_coding,GSTO1
ENSG00000148835,protein_coding,TAF5
ENSG00000148840,protein_coding,PPRC1
ENSG00000148841,protein_coding,ITPRIP
ENSG00000148842,protein_coding,CNNM2
ENSG00000148843,protein_coding,PDCD11
ENSG00000148848,protein_coding,ADAM12
ENSG00000148908,protein_coding,RGS10
ENSG00000148925,protein_coding,BTBD10
ENSG00000148926,protein_coding,ADM
ENSG00000148935,protein_coding,GAS2
ENSG00000148943,protein_coding,LIN7C
ENSG00000148948,protein_coding,LRRC4C
ENSG00000148950,protein_coding,IMMP1L
ENSG00000148985,protein_coding,PGAP2
ENSG00000149050,protein_coding,ZNF214
ENSG00000149054,protein_coding,ZNF215
ENSG00000149084,protein_coding,HSD17B12
ENSG00000149089,protein_coding,APIP
ENSG00000149090,protein_coding,PAMR1
ENSG00000149091,protein_coding,DGKZ
ENSG00000149100,protein_coding,EIF3M
ENSG00000149115,protein_coding,TNKS1BP1
ENSG00000149124,protein_coding,GLYAT
ENSG00000149131,protein_coding,SERPING1
ENSG00000149136,protein_coding,SSRP1
ENSG00000149150,protein_coding,SLC43A1
ENSG00000149177,protein_coding,PTPRJ
ENSG00000149179,protein_coding,C11orf49
ENSG00000149182,protein_coding,ARFGAP2
ENSG00000149187,protein_coding,CELF1
ENSG00000149196,protein_coding,HIKESHI
ENSG00000149201,protein_coding,CCDC81
ENSG00000149212,protein_coding,SESN3
ENSG00000149218,protein_coding,ENDOD1
ENSG00000149231,protein_coding,CCDC82
ENSG00000149243,protein_coding,KLHL35
ENSG00000149256,protein_coding,TENM4
ENSG00000149257,protein_coding,SERPINH1
ENSG00000149260,protein_coding,CAPN5
ENSG00000149262,protein_coding,INTS4
ENSG00000149269,protein_coding,PAK1
ENSG00000149289,protein_coding,ZC3H12C
ENSG00000149292,protein_coding,TTC12
ENSG00000149294,protein_coding,NCAM1
ENSG00000149295,protein_coding,DRD2
ENSG00000149305,protein_coding,HTR3B
ENSG00000149308,protein_coding,NPAT
ENSG00000149311,protein_coding,ATM
ENSG00000149313,protein_coding,AASDHPPT
ENSG00000149346,protein_coding,SLX4IP
ENSG00000149357,protein_coding,LAMTOR1
ENSG00000149380,protein_coding,P4HA3
ENSG00000149403,protein_coding,GRIK4
ENSG00000149418,protein_coding,ST14
ENSG00000149428,protein_coding,HYOU1
ENSG00000149451,protein_coding,ADAM33
ENSG00000149452,protein_coding,SLC22A8
ENSG00000149474,protein_coding,KAT14
ENSG00000149476,protein_coding,TKFC
ENSG00000149480,protein_coding,MTA2
ENSG00000149483,protein_coding,TMEM138
ENSG00000149485,protein_coding,FADS1
ENSG00000149488,protein_coding,TMC2
ENSG00000149499,protein_coding,EML3
ENSG00000149503,protein_coding,INCENP
ENSG00000149527,protein_coding,PLCH2
ENSG00000149531,unprocessed_pseudogene,FRG1BP
ENSG00000149532,protein_coding,CPSF7
ENSG00000149541,protein_coding,B3GAT3
